ID	Name	Desc
200066	穿越者	[NAME]长大后沿着自己的爱好成为了一名游戏测试员。在一次通宵玩游戏时，突然遭遇雷暴，[NAME]穿越了。\n穿越后的[NAME]依靠敏锐的洞察力迅速融入了这个世界，并混的风生水起。
200067	补天者	感谢玩家[color=#D06508]宋[/color]在游戏测试期间所提供的帮助。他以敏锐的目光找到许多漏洞，为游戏完善做出了卓越贡献。
200068	雪之子	[NAME]在小雪时节出生，小时候就很喜欢雪，且天赋异禀，不畏寒冷。[IT]聪慧过人，饱读诗书。活泼好动，自小就喜欢爬山爬树，身法迅捷，就连很多成年人都比不上。
200069	雪中侠	[NAME]成年后成为一名侠客，他以身法闻名江湖。在一次意外中，他中伏击受伤，失去了一条腿和一只眼睛，这也逼他被迫归隐。\n虽然如此,[NAME]从未放弃过对速度的追求。一次偶然，他在雪中看到雪貂踏雪无痕的动作，突然有所领悟，重新拥有了过人的速度。
200070	补天者	感谢玩家[color=#D06508]lsprotoss[/color]在游戏测试期间所提供的帮助。他为游戏中后期节奏的调整提出关键性的建议，并提出快捷键设置的必要性，为游戏完善做出了卓越贡献。
200071	稳重大哥	一个出身孤苦的调皮男孩，有着并不美好的童年，为了让别人看得起自己而立志成为名动江湖的大侠。
200072	双拳震河洛	铁拳无敌李乘龙，打遍河洛无敌手。黄河三圣三兄弟中的领头人物，带领着两位兄弟闯荡江湖。虽然经常做一些看起来很愚蠢的事情，但是他的本性还是善良且正义的。
200073	憨厚老二	出身孤儿，小时候跟着杂艺团四处表演卖艺，他憨厚老实，吃苦耐劳。在杂艺团出事后认识了大哥双拳震河洛，从此决定努力习武，闯荡江湖，做一位守护大家的大侠。
200074	胸口碎大石	铜头铁臂童石中，人送绰号胸口碎大石。他威风鲁莽，嫉恶如仇，十分重情重义，有的时候有些憨厚可爱，惹人哭笑不得。
200075	机灵三弟	常宇风出身普通，家中出过一些事故，之后便只余他一人在江湖闯荡。生活艰苦的他心中暗下决心，一定要让身处乱世的孩子们有家可归。
200076	独脚草惊风	自称轻功绝世，自封黄河一苇渡，自觉豪气干云，人送外号独脚草惊风。是黄河三圣中最小点子最多的一人，在关键时候，似乎也是跑得最快的一个……
200077	爱的供养	[NAME]从小生活在爱的包围之中，被全村人众星捧月般的用爱供养着。他还因为歌声美妙，而深受全村人的喜爱，小小年纪就霸气外露。
200078	无敌最寂寞	长大后的[NAME]开始走上了成为无敌之人的道路，励志成为一个打遍天下无敌手的高手，没错，他是无敌的。
200079	财团培育所	[NAME]在实行末位淘汰制的孤儿培育所长大。在这里被收养的孤儿会被教授各种技能以达成金主的特别委托：有时是成为组织的暗杀者，有时则是作为奇道邪术的素体。但即使在残酷的环境下，她与在此结识的义妹依然互相扶持着。
200080	涡旋卫	幸存的实验体，浮沉于世的游侠，人类血统与紫世能量共存于体内。母神的力量与她融合，使得她获得了卓越的再生能力以及漫长的寿命。但相应的，不稳定的半能量态身体需要她通过长时间的睡眠来维持。在一次沉睡，她惊讶的发现自己来到了一个全新的世界，伴随自己的力量也消失无踪。这会是一个新的开始么？
200081	世家公子	[NAME]成长在象牙塔中，生日四月初八，与悉达多同日，因此为身边人所瞩目并寄予厚望，以期继承家传、建功立业。[NAME]自小喜欢读书和思考，关注哲学与宗教，展露出过人的天赋。[IT]虽性格恬淡温和，内心单纯善良，但因为想法独特，常被人认为骄傲和清高。
200082	苦行僧	成年之后，[NAME]自我意识渐渐觉醒，决心不再走一条被家人安排好的道路。在经历了一段人间烟火后，渐渐明白了自己人生的使命，于是看破红尘毅然出家。
200083	捕鱼世家	[NAME]从小出身在渔村，整个村子其乐融融，邻里之间关系和睦。[NAME]自小就在捕鱼的过程中练就了过人的感知和健壮的体魄。
200084	蓬莱奇遇	在一次随父亲出海打渔时，[NAME]遭遇海龙卷，醒来时孤身漂泊到蓬莱仙境。岛上仙人虽然未曾传授其法师道器，但竟也习得一些打坐呼吸之法。后蓬莱巨变，身为凡人的他最终只得回归俗世。但曾经蓬莱仙岛上的经历，为他造就了坚实的根基。
200085	胖布丁童工	小小年纪，就被胖布丁从小占为己有，当作苦力培养。终日流落各种街头捡拾破烂，乞讨金钱。这些苦难为[IT]磨砺出坚强的意志。
200086	城寨探险家	为了寻找身世，[NAME]去了他同伴的世界苦苦探寻，然而最终发现一切都是迷。所以干脆破罐子破摔，不再纠结过去的事。现在他常年流连于香港九龙城寨，只为了能感受城寨底层人民的奇异人生。
200087	扫地沙弥	[NAME]身世不明，自小被火箭拳寺的僧人收养，成为一个小沙弥。[NAME]自有记忆以来一直在火箭拳寺勤勤恳恳地扫地。
200088	扫地僧	[NAME]长大后依然承担扫地的任务，三十年来只做这一事。春秋扫落叶，夏日扫飞花，冬日扫雪。日升而作，夜深方休。寺庙人来人往，香火甚旺，却无人与其言语，也无人知其姓名。
200089	多动少年	[NAME]从小因为对事物充满好奇而到处惹事，喜欢将各种奇怪的东西混合在一起进行实验，会将拆解后的烟花爆竹重新组合再去点燃。可能是出于类似的原因，在十几岁时写过的小说中，身为作者化身的主角就是使用火魔法的剑客。
200090	家里蹲	[NAME]成人后投入了与语言和文字相关的工作，自己也变得懒得动弹，并以“秀才不出门可知天下事”作为懒惰的借口。认为世界上最强大的法术就是孙悟空的毫毛分身之术，因为麻烦的事都让分身去做就可以了。然而他的头发逐渐稀少，这一梦想的前景变得坎坷了起来。
200091	离乡孩童	[NAME]从小性格孤僻的孩童，因出身不好经常受族人欺辱。[IT]只能日夜抚琴，在音乐中找到慰藉。在他很小的时候，就一人一琴离乡出走，浪迹异国。
200092	琴师	廿余年后，一名仙风道骨的琴师名声大噪。江湖中想要求他制琴之人络绎不绝，却极少人能寻得其踪影。
200093	拆家出走	[NAME]自幼对骨头就有着某种神秘的兴趣。只要能得到一根，被刺扎、摔成狗、把家拆了也在所不惜。经常出走寻找附近的骨头，认为研究骨头会是他的毕生兴趣，年幼的他对此深信不疑。
200094	“骨法师”	长大后却开始对同村成熟的异性产生兴趣。总和村里的猫朋狗友称自己会些颠倒事物的法术，也时常向同村的那位姑娘念叨他那稀奇古怪的咒语（汪汪汪）。然而似乎这位同村的姑娘只对他带着的奇怪骨头有兴致。
200095	捕鱼世家	出生于一个捕鱼世家，通鱼语，自小跟随父亲钓遍天下江河湖海，
200096	海洋学家	[NAME]十七岁时在止水湖中钓得一怪鱼。剖开鱼腹得一字条，上书“天数有变，神器更易，而归有德之人，找到三叉戟者，将得到整个亚特兰蒂斯的力量”。从此开始研究海洋中的古代文明。
200097	出身不明	[NAME]身世不明，尚在年幼的[IT]在阿罗拉岛上被海洋学家发现并带回中原。
200098	歌姬	[NAME]长大后成为一名歌姬，[ITS]歌声美妙但是有让人饥饿的神奇力量。每到一地就用歌声传播饥饿，四处收集美食。
200099	驴火爱好者	[NAME]出生在驴火之乡保定，从小喜欢玩游戏和吃驴火。喜欢文学和音乐，最大的梦想是成为一名音乐人。
200100	琴魔	[NAME]因为没有习得足够的音乐技术，并且缺少天赋，最终没能成为音乐人。但[IT]机缘巧合下习得一种特殊的古琴演奏法，琴声魔音灌耳，琴弦锋利凌乱，琴颈结实可靠，成为走路带风弹琴杀人的好手。
200101	拳法传人	[NAME]从小在武学世家长大，爸爸擅长举重，妈妈擅长跳高，因此长期苦练举重和跳高。在八岁时，遇到了魔鬼筋肉人，成为了中国古拳法的唯一传人，从那以后，[NAME]发誓要维护世界和平。
200102	肥仔暗杀拳	在不断修炼中国古拳法的路途中，[NAME]悟出了格斗的真谛，那就是当面暗杀对手。[NAME]自创肥仔暗杀拳，平时以肥仔的形象隐藏自己，面对面时突然出手，无人能躲，乃是武林最强格斗术之一。
200103	游戏禅师	[NAME]从小就为游戏的美好而更加努力着，在优秀的老师带领下，他学习到了各种各样的关于游戏的知识，让他遨游在游戏的海洋之中，深深的被创造一种游戏世界而感到震撼，为游戏而修禅之人，定当为终生目标。
200104	风之旅人	[NAME]在逐梦途中成为一名风之旅人。许这条路上需要与寂寞为伍，但偶尔总会遇到陪他走过某一段路程的伙伴。分别、重逢、无言却又同行，再次分开，直到另一个人的加入，这像极了人生的旅途，与风作伴，与你前行，与孤独成对，与迷途共饮，与梦想博弈。
200105	竞技少女	小苍从小活泼好动，并深深的喜欢各类竞技类游戏，在各界都取得了不俗的成绩，在这个原本大多数情况下属于男性的活动之中，闯出了女性的一片天地。
200106	解说员	江湖到处充满了纷争，不过多数时候大家恪守着某一种规则，这是比赛也是一种互相成长的办法，所以小苍有时候会被邀请来对这样的比试做解说，为一些不了解其中奥秘的人说明情况，久而久之人们便习惯了在比试现场听到她的声音和她的妙语连珠。
200107	吔屎丫	从小玩游戏，长大没出息。因为小时候垃圾游戏玩的太多，吃屎的感觉一直记忆犹新。由此愿望从科学家或者领导人之类，变成了长大要做出最屎的游戏，但是玩的人还要足够多，让他们一面体验一面欢乐。
200108	巨魔杀手	法杖做得好，站岗站到老。做游戏喂屎的梦想在达拉然破灭，法杖生意破产后，开始统领巨魔为生。巨魔的牙齿，巨魔的鬃毛，总之巨魔的材料还是能卖钱的。获取方式，当然是让巨魔去打巨魔了。
200109	扭曲之源	[NAME]在黑暗的童年里扭曲的生长，在大佬殴打中长大。然而，童年伙伴挨个死去以后，爱撕衣在哀悼他们后吃掉了他们的遗产，然后内心变的无比强大。
200110	华语第三	[NAME]总是自称第三，因为第一容易横死，第二容易被揍。从事一份上班8小时，聊天7小时半，拉屎半小时的神秘工作。虽然不知道具体是做什么的，但是听上去一直都很厉害。经常绑架勒索关押一些被称为肥宅的人，用嘴里塞抹布之类酷刑对待他们，但是他们居然好像也很开心的样子。
200111	世外少年	从小生活在仙境般的世外桃源之中，除了那些偶尔出现的侠客会路过之外，就只有一只叫做“汉朝”的猫和一只叫做“罗马”狗与其相伴，平时除了修习侠客们留下的五花八门的功法，就是养花种草炼药了。
200112	古剑收藏家	工长君长大后迷上了收藏各类古剑，他总是奔走于九州各处，试图发现那些不为人知的古剑，他的藏品无数，连他自己都不知道到底收藏了多少把剑。不过那不重要，做人嘛，有个喜欢收藏的爱好有什么错呢。
200113	阴郁少年	[NAME]曾经拥有过一个幸福的家庭，在家人的关爱中健康地长大，直到15岁那年，父亲出轨，酗酒家暴，母亲惨死，他每天只能在孤独和痛苦中艰难度日，仇恨的种子也开始在心中萌芽，从一个开朗活泼的男孩转为阴郁冷酷的少年。
200114	复仇杀手	[NAME]在杀死自己的父亲成功复仇之后，变得残酷无情，喜怒无常，喜欢玩弄他人，对异性有极强的攻击性和异常的渴望。
200115	硬核少女	[NAME]出身于武林世家，从小性格就不服输，总是会挑战各种高难度的事情，上至薪王面前耍过刀，下至哑巴山里救过人，更经常跑到一个名为亚楠的城市里见义勇为，锦旗摆满了一层楼。
200116	女王大人	长期的见义勇为生涯让女王盐收获了一群同样有着硬核精神的小伙伴，他们围绕在女王盐身旁，并与其一起前往更多更远的地方，探索未知，享受极限。小伙伴们有时候会亲热地叫她“女王”，不过这并不是一种高傲的称呼，而是一种面对困难不会放弃的精神，还有百分之一的抖M。
200117	仙人转世	没多少人知道未来科技派什么时候开始在江湖立的足，该门派已特立独行的在人世间扎根了好几百年，而该门派的掌门——王老菊，也并非一般人类：其本体乃是修炼已久的仙人，只是以凡人之躯体在江湖行走四方。\n化身凡人的王老菊拥有人的生老病死，在每次寿终后重新转世，并继承前世的记忆。无尽的轮回为的是不断掌握无穷无尽的知识，并通过体验人间疾苦保持珍贵的情感。
200118	未来科技掌门	未来科技派门下的弟子都是想要修仙的普通人类，当代轮回的掌门也一直在致力于磨练弟子，这一世已研究出一日25个时辰的修仙课程。而本世的王老菊也在人世间寻到了真爱——免免，并与之结为道侣，同入轮回，世世相伴。这段姻缘也在江湖被传为佳话。
200119	书香世家	出生于书香门第，家教书先生乃是退隐江湖的侠客，时常为免免聊一些江湖趣事。长时间耳濡目染下，她也对江湖产生了浓厚的兴趣。
200120	掌门夫人	在偷偷离家闯荡江湖时遇到了刚入轮回的未来科技派掌门王老菊。在一同经历许多事后，和对方相识相知相爱，两人结为道侣，同入轮回，世世相伴，成为一段佳话。
200121	书香门第	出生于修仙世家，从小接受详细的培养教育，奠定了良好的修仙基础。但由于叛逆与强烈的好奇心，个人兴趣不在于正统修仙而喜欢偷偷研究各种修行界隐秘。
200122	探险之王	[NAME]长大后喜欢四处冒险去人迹罕至的秘境探险，擅长在危险边缘试探，勾引调戏机关。\n一路成长培养了良好的韧性与适应力，各种秘境都有他踏足的痕迹，成为探险者中口口相传的传奇人物，人称“散人干不死”！
200123	懒癌缠身	孙渣从小天赋异禀，体内天生能储存比他人数量更多的灵气，但不知为何，他体内的灵气中也散发出强烈的懒气，让他无精打采昏昏欲睡，孙渣一直都在和自身的懒惰本能抗争，但收效甚微。
200124	家里蹲穿越	孙渣是自一个社会竞争非常激烈的世界穿越而来的，在来到这个修仙的世界之前，他已经做了十几年的家里蹲，长期懒惰的生活让他四体不勤五谷不分。
200125	街厅朋克	儿时的半支烟大多时光是在市集中各家隐蔽温热的街厅中度过，其母某日发觉此子音乐天分极高，便送去当地知名提琴家拜师。然而第一天课堂时间就被母亲从学堂胡同一家街厅中揪住耳朵而匆匆结束了他的古典音乐生涯。\n但日后他对小提琴的自行摸索竟发现自己更适合弹吉他，因其对民谣吉他的不懈努力刻苦训练终于成为了一个不知名朋克乐队的鼓手！
200126	半颜鬼差	半支烟因其不灭的耐心又执着的好奇心，当过“官兵”“匠人”“画师”，但因俊美的脸庞和出神入化的武艺，经常事半功倍。他深受其困，遂以面具折半颜，方能勉强正常生活。\n半支烟常以鬼差身份出没于每天深夜，捉鬼度日，只图人世一处洁净。因其嗜烟成性，世人谬称之“半支烟”。
200127	出身豪门	出身名门豪族书香世家的大小姐，容貌秀丽实力强悍。因天资过人被强行要求习得无数功法盼女成凤，但因有心结一直不能突破自身瓶颈。
200128	紫色光芒	表面高贵冷淡，实际胸有沟壑。历尽山水风景一笔一剑走江湖。偶尔教习开蒙学童写书作画。民间有人不解其性情加以胡编乱造编排是非，她不解释也不屑解释，只愿结交懂她的人。
200129	邻家少女	机巧工匠世家出生的邻家少女。宠女儿的父亲会做各种机关玩具，把女儿养成了天性活泼又不失主见的性格，过于活泼，如果给她机会她会马上仗剑江湖。
200130	橙色旋风	天真活泼的邻家小姑娘，偶尔还有点冲动。虽然看起来纯良无害，但内心洞悉人情世故。见不得人受欺负，喜好行侠仗义打抱不平——通常还是会量力而行的。
200131	游戏王	[NAME]天生聪颖好动，喜欢呼朋引伴的玩乐。在[IT]十岁的时候，无论棋牌灯谜，还是蹴鞠投壶，[IT]都无一不精。斗蟋蟀更是[ITS]独门绝技，[IT]挑选的蟋蟀往往犀利非常，罕有人敌。
200132	武籍收集者	分米仓木对收集天下的武功秘籍情有独钟，喜加一的魅力让他长期沉迷于其中而无法自拔，无论是阴的阳的柔的刚的内的外的。为此他散尽千金，网罗天下的各式绝世武功。
200133	山匪头目	[NAME]是乾元山上山匪头子的女儿，从小便在刀尖上讨生活，武艺超群，胆识过人，性格豪爽，仗义直言。
200134	女侠客	[NAME]因父亲被仇人杀害，十六岁起便接替其成为山寨扛把子，立下规矩不杀无辜，不抢良民。后因叛徒出卖，山寨被灭门，在众兄弟的保护下逃了出来，心灰意冷之际萌生出世修行的念头。
200135	墨家弟子	[NAME]幼而聪敏，自小随村中墨家高人习练机关数术、强身健体之法。良师的指点，自身的天资让[IT]小小年纪便心思细腻，胆识过人。
200136	游侠	[NAME]自成年后已出门历练三年有余，终日行侠仗义锄强扶弱，近日于大凉城得遇一道人，言其颇有仙缘。这勾动了[NAME]求仙问道之念。
200137	音乐天才	[NAME]小时候对乐器有极大的天赋，所有乐器无师自通。但可惜的是天妒英才，一场大病夺去了她的听力。
200138	墨村村民	[NAME]长大后来到一个名叫墨村的村子之中，村子里人都要有一些吹拉弹唱的手艺才能生存下去，个个才华横溢。[NAME]依靠自己超卓的乐器天赋获得了村人的认可，并在这里生活下去。
200139	墨村村民	[NAME]生活在一个名叫墨村的村子之中，村子里的人都要有一些吹拉弹唱的手艺才能生存下去。结果狮子头就是在这样的环境中练就了一身的好厨艺！
200140	墨村厨神	[NAME]渐渐地厨艺被认可，多年之后，居然获得了神厨的称号，同时因为寄情于山水之间，所有菜式的特色和音律都有了相辅相成的效果，自此开创音律菜，流传于世。
200141	书香门第	[NAME]出生在一个书香门第，从小就美丽与智慧并存，并表现出了对音乐和舞蹈的喜爱，喜欢所有美好的雅艺，在很小的时候就励志做一个乐者。
200142	老板娘	[NAME]在成年之后，很幸运的找到了墨村，但是很不幸的嫁给了墨村的神厨，自此，从热爱美好音乐，转变成了喜爱所有美好的食物，成了墨村食肆的老板娘。
200143	人生赢家	[NAME]钟天地气运所生，天赋异禀，盖世无双。无所不能，无所不会。他的出生，简直可以说是老天犯了错误。
200144	一无所有	虽然他的出生是那么的耀眼，那么的光芒四射。但可惜的是，[NAME]注定一无所有。
200145	神医世家	[NAME]出身传说中隐世的神医门派，家族天生骨骼神异，族人10岁起火化后可得结晶一颗，乃救人神药髓珠，有生死肉骨之效。\n正因此故，家族隐居灵山深处潜心研习医术，成年弟子下山历练医术，危机处可以家传髓珠救人性命，但不可暴露其来处。历练弟子被世间传称为神医玉先生。[NAME]作为族长之女天赋上佳医术超群从小无忧无虑，喜爱动物及音律。
200146	云游医仙	[NAME]因一时善心救人被骗出家族隐居地，家族被多番设计泄露了髓珠内情，最终一场大火全族覆灭，髓珠尽数落入仇人之手，只有自己侥幸逃脱，从此性情大变脾气清冷古怪，对人多有戒备，但仍不失医者之心。\n后来，[NAME]自家族禁地悟得典籍残片，自行改进修行成功，以绝世毒术孤身报得家族血仇。而后[NAME]留恋山水音律之间，继续研习医术，间歇云游人间治病救人，被称为医仙玉真人。
200147	书童	[NAME]乃是官宦人家的次子，天生聪慧，然因朝野之争家道中落，为求生路沦为书童，幸而未断学识。
200148	吟游乐师	[NAME]家传古卷《初音·律》未曾离身，经年后终得其精髓，音律自成一派。心向往自然，便邀同道好友二三，避世于山野远离喧嚣，以琴为道，传道授业为人师表。
200149	灭国皇子	原是西域小国纳兰国的皇子，从小天资聪颖，过目不忘，但身体虚弱。自幼熟读纳兰国皇室各类存书。后来纳兰国在征战中被灭，侥幸逃脱性命。
200150	求道者	国家被灭后，[NAME]独自流浪到中原，虽然国破家亡，但是自幼读史中，看透历史变迁，所以心中已无怨恨，一心只求各类学问。虽然身体不好，但是靠着聪明才智，在中原各地读书求学，儒学功底深厚，同时其他诸子百家也多有涉猎。
200151	少年导演	[NAME]童年立志成为一个电影导演，在表达自己的想法同时，可以赚钱搬到市中心。
200152	穿越者	[NAME]成年开始做游戏并意外暴富，准备追求自我表达。然而就在新事业起步之时，却突然穿越到了这个世界。新的生活也解开了序幕。
200153	小记者	胡雪飞儿时是一个战地小记者。他敏锐的观察力让他能够洞悉战场上发生的很多细节。从小的军旅生涯也给与了他许多宝贵的经历。
200154	傻子	胡雪飞长大后生了一场大病，之后他就不愿意像别人那样通过“最聪明”的方法去达成目标。也正因为这样，周围的人都叫他傻子。
200155	吕不韦老乡	[NAEM]和历史上非常出名的吕不韦是老乡。他从小就显示出了超出常人的评书天分，为人非常慷慨，经常送礼物给周边邻居朋友。
200156	评书人	成为了一名职业评书人，经过自己的不懈努力被广为人知，但也曾因为知识面不够、灵感不够而出现短暂的低谷期，在周边亲朋好友的帮助和而鼓励下，重拾信心，并且和志同道合的朋友们组成了“粉色回忆”的团队，有众多的粉丝
200157	乡村孩童	普通村民家孩子，从小混迹酒楼茶肆门口，目见耳闻各种江湖奇人异事，对绯闻八卦尤感兴趣。
200158	店小二	店小二，兼职为客人打探小道消息，但客人经常被其嘴碎念晕。想了解各种江湖花边新闻，找他准没错。
200159	老大	寅子出生在边境海边的一个村子，从小就是村子里孩子们的老大。他为人仗义，带领着其他孩子成立童子军。无论是打击敌国势力还是出海消灭强盗，寅子身先士卒，并指挥着其他伙伴一起战斗，久而久之连一些比他大的孩子也称之为老大。
200160	三百六十行	长大后的寅子为了正义到处冒险，他对一切都充满兴趣，尝试过各行各业，踏遍了五湖四海,经历过很多风浪，也让他伤痕累累\n在这个过程中，他遇到了许多人。有的人加入过他的队伍，也有人离开，但不管留下的或离开的人，都非常尊重他，依然称他为老大。
200161	张德帅将军	在遥远的潘德的大陆上，幼小的张德帅被潘德大陆上的战争所熏染，内心期待长大后统领千军万马，征服潘德大陆。在他15岁当上雇佣兵的那一刻起，他的野心就已经暴露了。张德帅利用诺多精灵与人类的敌对关系，从一个小部队首领经历数十年的壮大直到侵占了潘德大陆的所有国家。在他即将登上潘德大陆王位的那一刻，他穿越了。
200162	鬼中之父	此鬼父非彼鬼父，经历了穿越，到达鬼界的他，并没有感到害怕。他选择与魑魅魍魉亲切较好，并在鬼界与魔界的战争中创下赫赫战功，他们亲切的叫他：“鬼父”。\n在一次惨烈的战争后，[IT]神魂受了重伤，只能施展偷天换日的神通轮回到人间化为凡人。过往的记忆暂时封印，[IT]即将开始新的凡人生涯。
200163	异邦过客	据传古落是在某天被西天外飞来的一只野鹳叼来的，但没有人知道古落究竟出自何地、来自何方。虽然自小混迹于武林江湖，却未曾拜在任何名门正派门下，看似自命清高、却似乎在每次武林争斗和江湖大事中都能瞥见其只身片影。其虽然年纪尚幼小，但行事诡谲老到，不留痕迹。
200164	云游孤鹳	出身经历都未曾被世人所知的江湖神秘人，因其自始至终都是身披黑白两色布衣包覆身形及面庞、操着一肚腹语行走天下，就连年龄及性别都皆成谜。而有关其身怀武艺也是无人知晓，唯一声名在外的或许只有他的飞天遁地术，常以神不知鬼不觉的行动穿梭在武林江湖的各大纷争中，却又始终置身于核心矛盾之外，俨然一副身外事模样。乍看之下亦正亦邪捉摸不清，却又能常在异常危险之时倏然出手，靠着出奇制胜之法帮助化解危机，世人皆不啧啧称奇。
200165	普通人家	出身自普通人家，成长过程中从未展现出有任何武学的天赋，所以而立之年以前都过着按部就班的普通生活。只因其自小就有些痴迷于侠客们的传奇故事，终于在20岁那年他轻率的告别了父母亲朋，投身进了那个他其实一无所知的江湖
200166	改变江湖	关于这个江湖他知道的越多，便越愤怒。明明这世上仍有那么多的不公，那么多的虚伪，那么多的欺凌和怨毒——为何那些自诩为名门正派的人们，仍可以那么的怠惰散漫甚至这样持续几十年毫无作为呢？！于是，他就轻率的决定了，他要去改变这个江湖。
200167	失忆少女	[NAME]的来历成迷，某天醒来后就突然忘记自己的身世。但这不妨碍她玩乐，所以并不为此困惑，反倒活得更加自在。
200168	点心女孩	常常听江湖上传闻她混迹于各地大小的楼院乃至王府豪宅，每当被问起时，本人一脸无奈地表示道她自幼喜爱歌舞，去那些地方无非是去找姐姐们学艺谈心，再喝些茶，吃点点心罢了，然后便会涛涛不绝地讲述她吃过哪些好吃的点心，等等等等。
200169	鸽精化形	修炼千年的鸽精，舍去修为化为人形，受人界诱惑常驻人间。
200170	游戏主播	由于喜好玩乐，于是在人间热衷于教人玩乐之道，被称为“游戏主播”。
200171	剑仙转世	[NAME]出身于书香门第，但从小喜欢听闻江湖上的侠客们的故事，尤其是那一句“侠之大者，为国为民”更是让他弃文从武，并选择象征君子的剑成为自己的兵器！最终成为一代剑仙。\n后为体悟剑道极致，舍弃修为封印记忆，重归凡人之身。
200172	德云色掌门	转生后的[NAME]成年后，成立了属于他的门派，德云色，并且招纳了一批后来名动天下的弟子。德云色以“忠孝义礼”广纳天下之士，名动江湖。
200173	仙人转世	[NAME]出身于富贵之家，乃是某仙人轮回转世之身。性格懒惰但是却天赋异禀，学什么东西都很快，最喜欢的事情就是模仿和仿造各种各样稀奇古怪的东西。
200174	德云色副掌门	成年之后，西卡收集了天下所有的武功秘籍，并以此为基础开创了属于自己的功法，“以彼之道，还之彼身”。后行走江湖时与孙亚龙一见如故，共同创立名震天下的门派德云色。
200175	穿越者	穿越多个游戏世界，励志将每个游戏世界带向光明的结局，据说拥有赛亚人的血统，各种能力属性爆表，但是只有在听到“叮”（修改器）的一声后才会爆发，所以..有时候也不是那么强。\n他总是喜欢自称平生没有任何过错，然而实际上只是看到他过错的人都被弄死了..所以当他的门人要学会眼瞎...这次修仙之旅又会带来怎么样的传奇故事呢？
200176	依然小智替身	在此方世界，[NAME]拿出了一个神秘的身份，无人知其来历，无人知其细节。
200177	星相学者	偏远乡国皇室外戚，其父主伺观星器具，时逢皇家修仙成风，不务朝政，民不聊生，将军兵谏诛杀星官，父将星器交予其而逃亡，生死不明，陆夫人躲入深山继承父业研究星象而不知年月。
200178	星相学家	多年后，朝纲稳定，修仙之风再起，陆夫人重出深山，未来之命，交予谁手？！
200179	嘴遁	杨树出生嘴遁世家，祖上来自东瀛的漩涡一族，数百年沧海沧田，家道中落，到杨树爷爷那一辈远渡重洋来到杨家村。杨树继承了祖上的嘴遁传统，从小话唠不止，行侠仗义，是个劝架高手。
200180	状师	经过十几年游历天下与不断磨练，杨树已经成为当世最负盛名的大壮师，他辛辣毒舌的嘴炮风格为人称道，接受的案件从未败诉，解决了无数纷争。杨树与女助手黛真的风流韵事也传为江湖佳话。
200181	管理才能	诺瓦自小天资聪颖。以历史最年轻纪录成为市长之后，他在多地组织城市社区，医院，机场等等各种建设工作，做过军事指挥，甚至参与过各类外星探索计划并作出杰出贡献，但最终没有在任何一个地方定居久留。为了丰富见识和迎接更大的挑战，诺瓦此人一生都在寻找着新的目的地。
200182	市长	尽管早已不在任何机构任职，但常年游走于政府和各类大中型集团企业的决策层使得诺瓦有着丰富的管理经验。这些经验涵盖士工农商等各个领域。同时因为常年应对各类政客的缘故使得诺瓦练就了一套优秀的辩论技巧，在处理沟通事务时游刃有余。这些经验被诺瓦牢记于心，即便在轮回转世之后也未完全忘却。
200183	才华天授	上辈子照妲为智障儿童, 因为父母早亡，自己又行动不便，孩子生活的十分困苦，内心却十分善良，做过许多好事，感动上苍，故而转世。此世照妲到五岁时，不曾认识书写工具。忽然有一天哭着索要这些东西。他的父亲对此感到诧异，就向邻居那里把那些东西借来给他。他立刻写下了四句，并自己题上自己的名字, 给全乡的秀才观赏。
200184	昆仑寻仙	照妲天赋异禀却未踏入仕途，经高人点播成为了医道大家，救死扶伤，活人无数。后照妲醉心修行，踏上找寻仙人踪迹的旅途，并帮助路途上的人们。功夫不负有心人，照妲最终在昆仑山寻到仙人洞府，从中获得秘册一部。
200185	祈愿之力	万千凡人向往安乐祥和的修仙世界，故产生巨大的祈愿之力，经过日积月累终凝聚出了一个新的生命！他给自己命名为申申如也。《论语》中提到“子之燕居，申申如也，夭夭如也。”形容孔子在家的日常生活中很舒适，并且过得非常活泼愉快，而非愁眉苦脸天天忧愁。申申如也的名字就是由此而来。后来申申如也成仙后因不忍凡间疾苦故再入轮回，将快乐带到凡间。
200186	密文	《醉中活-平凡安乐》\n事不难，事不易，完美一事最不易。\n人思事，必思玉，然事生瑕渐自醉。\n醉解忧，醉解愁，醉解不了自无能。\n知醉罪，痛醉罪，享醉中乐不思解醉。
200187	剑仙转世	[NAME]前世乃是纵横修行界的剑仙，以一剑绝杀之术闻名。曾杀龙屠凤，更与上古修行者争锋，威震天下。
200188	赫门领袖	[NAME]乃是赫门领袖，其门下门徒万千，声势浩大。
200189	多宝童子	[NAME]前世乃是太上座下童子，入世轮回后出生在一个手艺人家庭，天生收到命运的眷顾，有化腐朽为神器的技艺。经过他的改造，就算是看上去毫无用处之物也能发挥出妙用。
200190	赫门弟子	[NAME]乃是赫门弟子中的佼佼者，跟随赫门领袖东征西战，立下汗马功劳。
200191	千金之体	[NAME]乃是来自奉天的公主，然而她从小就有一个江湖梦，并不满足于千金大小姐的生活。为此她甘受辛苦磨炼出一副好身手。
200192	赫门弟子	[NAME]乃是赫门弟子中的佼佼者，跟随赫门领袖东征西战，立下汗马功劳。
