Key	Value
[NAME]尽可能的探索了登仙台的每一寸土地，但还是一无所获。	[NAME]尽可能的探索了登仙台的每一寸土地，但还是一无所获。
东华帝君的遗迹已经被有缘人得到，[NAME]欣赏了一下此处的风景就离开此地。	东华帝君的遗迹已经被有缘人得到，[NAME]欣赏了一下此处的风景就离开此地。
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。	[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。
[NAME]行礼以示尊敬，刚准备离开此地，突然福至心灵。[NAME]竟然莫名想起青莲山山腰竹庐中的神秘阵图。	[NAME]行礼以示尊敬，刚准备离开此地，突然福至心灵。[NAME]竟然莫名想起青莲山山腰竹庐中的神秘阵图。
“这其中一定有关联！”[NAME]心中巨震，但知道此地有一位蜀山的太上长老看守，只能暂时假装神色不变的离开此地	“这其中一定有关联！”[NAME]心中巨震，但知道此地有一位蜀山的太上长老看守，只能暂时假装神色不变的离开此地
[NAME]再次来到石桌前，果然发现四象遮天图微微颤动，似乎有所感应。然而此时此地，在蜀山太上长老的看守下，[NAME]并不敢轻举妄动……	[NAME]再次来到石桌前，果然发现四象遮天图微微颤动，似乎有所感应。然而此时此地，在蜀山太上长老的看守下，[NAME]并不敢轻举妄动……
该怎么办呢？是否要通知蜀山联合调查？或是创造一个无人的机会，偷偷尝试？[NAME]若有所思，先行离开此地。(未完待续)	该怎么办呢？是否要通知蜀山联合调查？或是创造一个无人的机会，偷偷尝试？[NAME]若有所思，先行离开此地。(未完待续)
[NAME]再次来到石桌前，想到已经从青莲仙山取得的四象遮天图，暗自琢磨此物是否是关键所在。	[NAME]再次来到石桌前，想到已经从青莲仙山取得的四象遮天图，暗自琢磨此物是否是关键所在。
[NAME]再来飞雷洞，观察凹痕，却并没有什么新的线索发现。一番探查后无果，只能暂时离去。	[NAME]再来飞雷洞，观察凹痕，却并没有什么新的线索发现。一番探查后无果，只能暂时离去。
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。[NAME]行礼以示尊敬，便离开了此地。	[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。[NAME]行礼以示尊敬，便离开了此地。
[NAME]敏锐的捕捉到了那一丝灵光，盘膝而坐，自丹霞绝壁的奇景中参悟出一套心法。	[NAME]敏锐的捕捉到了那一丝灵光，盘膝而坐，自丹霞绝壁的奇景中参悟出一套心法。
[NAME]苦苦思索，但是始终无法抓住那一闪而逝的灵光，只得无奈离去。	[NAME]苦苦思索，但是始终无法抓住那一闪而逝的灵光，只得无奈离去。
[NAME]欣赏了这罕见的奇景，随后离开了此地。	[NAME]欣赏了这罕见的奇景，随后离开了此地。
[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，却发现这道轨迹缺多有残缺，无法识别。[NAME]只得将这纹理记下来，带回了门派。	[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，却发现这道轨迹缺多有残缺，无法识别。[NAME]只得将这纹理记下来，带回了门派。
[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，发现这道轨迹与凤栖崖梧桐木上的痕迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。	[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，发现这道轨迹与凤栖崖梧桐木上的痕迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。
[NAME]欣赏了一会这里的景色，随后离开了此地。	[NAME]欣赏了一会这里的景色，随后离开了此地。
[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成，细看之下，却发现似乎残缺了一半，无法识别。[NAME]只得将这纹理记下来，带回了门派。	[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成，细看之下，却发现似乎残缺了一半，无法识别。[NAME]只得将这纹理记下来，带回了门派。
[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成。[NAME]凝神细看，发现这些纹理与潜龙渊云海中的轨迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。	[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成。[NAME]凝神细看，发现这些纹理与潜龙渊云海中的轨迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。
[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑千钧冲击之势化入剑法之中，领悟出一套绵绵不绝的剑势。	[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑千钧冲击之势化入剑法之中，领悟出一套绵绵不绝的剑势。
[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑绵绵不绝之势融入自身气脉运转之中，领悟出一套悠久绵长的吐纳之术。	[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑绵绵不绝之势融入自身气脉运转之中，领悟出一套悠久绵长的吐纳之术。
[NAME]发现洞口的纹理似乎和《太上忘情道》扉页上所画的代表极天宫的符号有些相似，但又有许多不同。[NAME]以各种手法试探这些符号，但毫无结果，只能离去。	[NAME]发现洞口的纹理似乎和《太上忘情道》扉页上所画的代表极天宫的符号有些相似，但又有许多不同。[NAME]以各种手法试探这些符号，但毫无结果，只能离去。
[NAME]对此处的探索毫无头绪，只得离去。	[NAME]对此处的探索毫无头绪，只得离去。
[NAME]仔细参悟石壁，发现这些石壁上的图形，与《太上忘情道》的运功路线同源同理。	[NAME]仔细参悟石壁，发现这些石壁上的图形，与《太上忘情道》的运功路线同源同理。
[NAME]仔细体悟，对照自己对功法的理解，大有领悟！	[NAME]仔细体悟，对照自己对功法的理解，大有领悟！
[NAME]仔细参悟石壁，虽然大多数无法看懂，但触类旁通之下，还是大有感悟！。	[NAME]仔细参悟石壁，虽然大多数无法看懂，但触类旁通之下，还是大有感悟！。
[NAME]仔细调查石壁，隐隐之间察觉到石壁上的符号似乎隐藏着什么信息。但是[NAME]却始终抓不到那一丝灵感，只得作罢。	[NAME]仔细调查石壁，隐隐之间察觉到石壁上的符号似乎隐藏着什么信息。但是[NAME]却始终抓不到那一丝灵感，只得作罢。
[NAME]看着石壁上天然生成的纹路，不禁再次感慨造化神奇。	[NAME]看着石壁上天然生成的纹路，不禁再次感慨造化神奇。
[NAME]发现造化玉籽已经凝结，于是按照秘法将其采集下来。	[NAME]发现造化玉籽已经凝结，于是按照秘法将其采集下来。
[NAME]发现三年之期未满，造化玉籽并未凝结。只得离去。	[NAME]发现三年之期未满，造化玉籽并未凝结。只得离去。
[NAME]决定离开此地。	[NAME]决定离开此地。
[NAME]来到龙台遗迹，一番找寻之下，竟然真的找到一些宝物。	[NAME]来到龙台遗迹，一番找寻之下，竟然真的找到一些宝物。
[NAME]来到龙台遗迹，试图寻找一些机缘。然而一时不慎，竟然误入上古龙族的陷阱。	[NAME]来到龙台遗迹，试图寻找一些机缘。然而一时不慎，竟然误入上古龙族的陷阱。
[NAME]使尽浑身解数，才逃了性命。	[NAME]使尽浑身解数，才逃了性命。
龙穴禁制	龙穴禁制
[NAME]来到仙魔战场，一番找寻之下，竟然真的找到一些宝物。	[NAME]来到仙魔战场，一番找寻之下，竟然真的找到一些宝物。
[NAME]来到仙魔战场，试图寻找一些机缘。然而一时不慎，竟然陷入一块破碎的时空破片中。	[NAME]来到仙魔战场，试图寻找一些机缘。然而一时不慎，竟然陷入一块破碎的时空破片中。
时空破片中时间流逝异常，虽然外界不过短短一炷香时间，[NAME]已经在其中挣扎了%s年才脱身而出。	时空破片中时间流逝异常，虽然外界不过短短一炷香时间，[NAME]已经在其中挣扎了%s年才脱身而出。
[NAME]苍老了%s年。	[NAME]苍老了%s年。
[NAME]想了想，还是决定离开此地。	[NAME]想了想，还是决定离开此地。
岐黄	岐黄
烹饪	烹饪
版筑	版筑
耕作	耕作
采掘	采掘
雅艺	雅艺
巧匠	巧匠
处世	处世
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然心中一动，对%s一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然心中一动，对%s一道又有感悟。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然心中一动，对天道又多了许多感悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然心中一动，对天道又多了许多感悟。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然于修行之上有所领悟。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然于修行之上有所领悟。[name]赶忙将这一丝灵光记录下来。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然领会到[obj_gong]的一丝真意。可惜的是[name]的修行遇到了瓶颈，并没能抓住这一丝灵感。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然领会到[obj_gong]的一丝真意。可惜的是[name]的修行遇到了瓶颈，并没能抓住这一丝灵感。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然感觉内息一阵紊乱，全身灵气竟然失守。[name]连忙运功镇压，但也已经受了不轻的内伤。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action]时，突然感觉内息一阵紊乱，全身灵气竟然失守。[name]连忙运功镇压，但也已经受了不轻的内伤。
走火入魔	走火入魔
[rand_lable=desc_time,desc_place,desc_weather]，[name]在翻阅古书时，突然发现封页厚度有些不正常。[name]挑开封页，竟然从中找到一张古朴的符咒。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在翻阅古书时，突然发现封页厚度有些不正常。[name]挑开封页，竟然从中找到一张古朴的符咒。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action][obj]时，突然心中一动，对%s一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action][obj]时，突然心中一动，对%s一道又有感悟。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action][obj]时，突然心中一动，捕捉到一丝灵感，居然成功创造出一件艺术品。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action][obj]时，突然心中一动，捕捉到一丝灵感，居然成功创造出一件艺术品。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在给[hename][obj_action][obj]时，突然心中一动，对%s一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在给[hename][obj_action][obj]时，突然心中一动，对%s一道又有感悟。
[rand_lable=desc_time,desc_place,desc_weather]，[name]这次做饭搞的一团糟，但[name]却从中获益匪浅，对烹饪一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]这次做饭搞的一团糟，但[name]却从中获益匪浅，对烹饪一道又有感悟。
[rand_lable=desc_time,desc_place,desc_weather]，[name]这次烹饪大有收获，感觉自己的烹饪技艺更进一层。	[rand_lable=desc_time,desc_place,desc_weather]，[name]这次烹饪大有收获，感觉自己的烹饪技艺更进一层。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破瓶颈时，感悟到某种天地间的大道，这让[it]感到此次突破的把握大了许多。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破瓶颈时，感悟到某种天地间的大道，这让[it]感到此次突破的把握大了许多。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破成功后，成功借助突破时天地交感的契机，感悟到一丝大道。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破成功后，成功借助突破时天地交感的契机，感悟到一丝大道。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破成功后，突然从天地交感的契机中悟出一套秘法。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破成功后，突然从天地交感的契机中悟出一套秘法。[name]赶忙将这一丝灵光记录下来。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破后，竟无意之间触碰到天人合一的境界，等[it]回过神来，全身的灵气已经比之前充盈了许多。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破后，竟无意之间触碰到天人合一的境界，等[it]回过神来，全身的灵气已经比之前充盈了许多。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，竟敏锐的发现了自己修行走到了一个歧路。一番总结之下，竟然让他[it]获益匪浅。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，竟敏锐的发现了自己修行走到了一个歧路。一番总结之下，竟然让他[it]获益匪浅。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，沮丧的心境下竟然对天道别有一番领悟。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，沮丧的心境下竟然对天道别有一番领悟。[name]赶忙将这一丝灵光记录下来。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹时，突然身心俱空，进入天人合一之境，已经消耗的灵气竟然被瞬间补充。[name]于无悲无喜的空灵中，金丹更加凝练了。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹时，突然身心俱空，进入天人合一之境，已经消耗的灵气竟然被瞬间补充。[name]于无悲无喜的空灵中，金丹更加凝练了。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，成功借助突破时天地交感的契机，感悟到一丝大道。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，成功借助突破时天地交感的契机，感悟到一丝大道。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，突然从天地交感的契机中悟出一套秘法。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，突然从天地交感的契机中悟出一套秘法。[name]赶忙将这一丝灵光记录下来。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹后，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹后，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹后，突然领会到[obj_gong]的一丝真意。可惜的是[name]的修行遇到了瓶颈，并没能抓住这一丝灵感。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹后，突然领会到[obj_gong]的一丝真意。可惜的是[name]的修行遇到了瓶颈，并没能抓住这一丝灵感。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在渡劫最后关头，突然福至心灵，将一丝天劫之息以偷天之法盗了出来。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在渡劫最后关头，突然福至心灵，将一丝天劫之息以偷天之法盗了出来。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，神识突然与炉中的材料合为一体，甚至能清晰的感受到其中药性最细微的变化。[name]以神念御丹，最终竟然一炉成丹数倍！	[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，神识突然与炉中的材料合为一体，甚至能清晰的感受到其中药性最细微的变化。[name]以神念御丹，最终竟然一炉成丹数倍！
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]失败后，却若有所思，仔细体悟之下竟然另有收获。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]失败后，却若有所思，仔细体悟之下竟然另有收获。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，突然体会到天地如烘炉，熔炼万物的至理。一瞬间，炉中材料被淬炼至精纯之境！	[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，突然体会到天地如烘炉，熔炼万物的至理。一瞬间，炉中材料被淬炼至精纯之境！
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，突然心中一动，捕捉到一丝天道运转的浩瀚之气息，并成功将之化入作品中。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，突然心中一动，捕捉到一丝天道运转的浩瀚之气息，并成功将之化入作品中。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在与蜚嬉戏时，突然灵感触动，竟然若有所悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在与蜚嬉戏时，突然灵感触动，竟然若有所悟。
[rand_lable=desc_time,desc_place,desc_weather]，[name]在与鹿蜀嬉戏时，突然灵感触动，竟然若有所悟。	[rand_lable=desc_time,desc_place,desc_weather]，[name]在与鹿蜀嬉戏时，突然灵感触动，竟然若有所悟。
顺着石匣的裂缝，[NAME]轻松的打开了匣子	顺着石匣的裂缝，[NAME]轻松的打开了匣子
打开的石匣中发现一本小册子和一枚丹药，翻开一看竟然是一本可以修行的功法。	打开的石匣中发现一本小册子和一枚丹药，翻开一看竟然是一本可以修行的功法。
石匣非常坚固，不借助工具的话几乎不可能打开。	石匣非常坚固，不借助工具的话几乎不可能打开。
[NAME]小心翼翼的打开了石匣，其中整整齐齐摆放着几本小册子，几瓶丹药，还有一块星髓。	[NAME]小心翼翼的打开了石匣，其中整整齐齐摆放着几本小册子，几瓶丹药，还有一块星髓。
[NAME]打开石匣，发现其中装有一瓶丹药。	[NAME]打开石匣，发现其中装有一瓶丹药。
[NAME]打开石匣，发现其中藏有一些珍贵的材料。	[NAME]打开石匣，发现其中藏有一些珍贵的材料。
[NAME]打开石匣，发现其中藏有一件古代奇珍，竟然可以镇压风水。	[NAME]打开石匣，发现其中藏有一件古代奇珍，竟然可以镇压风水。
[NAME]打开石匣，竟然在其中发现一本书册。	[NAME]打开石匣，竟然在其中发现一本书册。
[NAME]打开石匣，竟然在其中发现一门神通。	[NAME]打开石匣，竟然在其中发现一门神通。
[NAME]打开石匣，竟然在其中发现一本秘籍。	[NAME]打开石匣，竟然在其中发现一本秘籍。
[NAME]打开石匣，瞬间一道七彩光华直冲云霄，这平凡无奇的石匣中竟然藏有一本上古失传的功法传承。	[NAME]打开石匣，瞬间一道七彩光华直冲云霄，这平凡无奇的石匣中竟然藏有一本上古失传的功法传承。
[NAME]开了太一宝匣，取出其中的物件。	[NAME]开了太一宝匣，取出其中的物件。
[NAME]开了神奇符咒匣，取出其中的物件。	[NAME]开了神奇符咒匣，取出其中的物件。
[NAME]开了神符匣，取出其中的物件。	[NAME]开了神符匣，取出其中的物件。
祖师自天界赐下的神物。	祖师自天界赐下的神物。
[NAME]尝试炼化天道本源，也许是机缘所致，竟然有惊无险的完成了炼化。	[NAME]尝试炼化天道本源，也许是机缘所致，竟然有惊无险的完成了炼化。
[NAME]因此得以窥视部分天道，大有所获。	[NAME]因此得以窥视部分天道，大有所获。
[NAME]的道行降低了%s点。	[NAME]的道行降低了%s点。
[NAME]因此得以窥视部分天道，不过因数次参悟，收效已微。	[NAME]因此得以窥视部分天道，不过因数次参悟，收效已微。
[NAME]的道行降低了。%s点。	[NAME]的道行降低了。%s点。
[NAME]因此得以窥视部分天道，不过因多次参悟，收效已微忽其微。	[NAME]因此得以窥视部分天道，不过因多次参悟，收效已微忽其微。
[NAME]因此得以窥视部分天道，不过因太多次参悟，已完全没有感悟了。	[NAME]因此得以窥视部分天道，不过因太多次参悟，已完全没有感悟了。
[NAME]尝试炼化天道本源，然而最终还是没能驾驭其中蕴含的天道气息。	[NAME]尝试炼化天道本源，然而最终还是没能驾驭其中蕴含的天道气息。
虽然只是一丝气息的泄露，但天道瞬间反噬，[NAME]亦身受重伤……	虽然只是一丝气息的泄露，但天道瞬间反噬，[NAME]亦身受重伤……
天道爆发	天道爆发
以[NAME]的境界远远不能驾驭此等蕴含天道之息的神物，[NAME]刚刚开始炼化，天道本源便剧烈的爆发开，将[NAME]灵识撕的粉碎。[NAME]瞬间殒命。	以[NAME]的境界远远不能驾驭此等蕴含天道之息的神物，[NAME]刚刚开始炼化，天道本源便剧烈的爆发开，将[NAME]灵识撕的粉碎。[NAME]瞬间殒命。
[NAME]所修功法与这块天道本源完全不匹配，[NAME]刚刚开始炼化，天道本源便剧烈的爆发开，将[NAME]灵识撕的粉碎。[NAME]瞬间殒命。	[NAME]所修功法与这块天道本源完全不匹配，[NAME]刚刚开始炼化，天道本源便剧烈的爆发开，将[NAME]灵识撕的粉碎。[NAME]瞬间殒命。
[NAME]还是决定放弃吸收本源结晶。	[NAME]还是决定放弃吸收本源结晶。
[NAME]还是决定再准备准备。	[NAME]还是决定再准备准备。
[NAME]运转元神，小心的投入蛟龙的逆鳞中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。	[NAME]运转元神，小心的投入蛟龙的逆鳞中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。
虽然外界只有一瞬，但识海之中不辩春秋，[NAME]在记忆旋涡中沉浮，瞬间已过%s年，等到[NAME]清醒，记忆里已经多了一些陌生的信息。	虽然外界只有一瞬，但识海之中不辩春秋，[NAME]在记忆旋涡中沉浮，瞬间已过%s年，等到[NAME]清醒，记忆里已经多了一些陌生的信息。
大量的	大量的
巨量的	巨量的
真龙秘法-	真龙秘法-
[NAME]运转元神，小心的投入凶凤的真焱玉中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。	[NAME]运转元神，小心的投入凶凤的真焱玉中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。
[NAME]运转元神，小心的投入混沌的龙玉中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。	[NAME]运转元神，小心的投入混沌的龙玉中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。
阴阳秘法-	阴阳秘法-
因使用元神强行读取信息，%s上似乎多了一些裂纹……	因使用元神强行读取信息，%s上似乎多了一些裂纹……
%s上裂纹密布，似乎随时可能损坏了……	%s上裂纹密布，似乎随时可能损坏了……
随着[NAME]的元神回归本体，%s发出一声清脆的声音，碎裂为粉末。	随着[NAME]的元神回归本体，%s发出一声清脆的声音，碎裂为粉末。
[NAME]并没有练就元神，根本无法读取其中的信息。	[NAME]并没有练就元神，根本无法读取其中的信息。
[NAME]打开了信笺，发现信上只写了“仙途之约，轮回再续”这八个让人一头雾水的字。信笺最后并附了一张地图，似乎是去某个地点的路。	[NAME]打开了信笺，发现信上只写了“仙途之约，轮回再续”这八个让人一头雾水的字。信笺最后并附了一张地图，似乎是去某个地点的路。
[NAME]以神念仔细查看,发现凤纹玉佩之上的纹理似乎隐藏着一些几乎湮没的残余信息，其中似乎提到了此物是某种封印的一部分……凶险异常之类的信息。	[NAME]以神念仔细查看,发现凤纹玉佩之上的纹理似乎隐藏着一些几乎湮没的残余信息，其中似乎提到了此物是某种封印的一部分……凶险异常之类的信息。
[NAME]以神念仔细查看,发现凤纹玉佩上隐隐的灵气波动已经消失，毫无奇特之处了。	[NAME]以神念仔细查看,发现凤纹玉佩上隐隐的灵气波动已经消失，毫无奇特之处了。
[NAME]以神念仔细查看,从这块黑白色的古玉中读取到一些残留的画面，似乎是当年发生事件残留的缩影。[NAME]仔细分辨，竟然从无数破裂的画面中拼凑出一个黑白难明的恐怖阴影。	[NAME]以神念仔细查看,从这块黑白色的古玉中读取到一些残留的画面，似乎是当年发生事件残留的缩影。[NAME]仔细分辨，竟然从无数破裂的画面中拼凑出一个黑白难明的恐怖阴影。
[NAME]以神念仔细查看,发现黑白色的古玉上隐隐的灵气波动已经消失，毫无奇特之处了。	[NAME]以神念仔细查看,发现黑白色的古玉上隐隐的灵气波动已经消失，毫无奇特之处了。
[NAME]想了想，还是放下了此物。	[NAME]想了想，还是放下了此物。
[NAME]破坏了凤纹古玉，似乎有什么事情发生了。	[NAME]破坏了凤纹古玉，似乎有什么事情发生了。
[NAME]破坏了查看黑白色的古玉，似乎有什么事情发生了。	[NAME]破坏了查看黑白色的古玉，似乎有什么事情发生了。
[NAME]受[HENAME]蕴养，灵性忽然触动，一股玄妙之气息氤氲开来。灵性交感下，众人均大有所获！	[NAME]受[HENAME]蕴养，灵性忽然触动，一股玄妙之气息氤氲开来。灵性交感下，众人均大有所获！
%s精元提高了%s点。	%s精元提高了%s点。
%s心境短期内提高了%s点。	%s心境短期内提高了%s点。
[NAME]受[HENAME]蕴养，灵性忽然触动，一股玄妙之气息氤氲开来。可惜附近并没有人修炼，无人捕捉到这一丝灵韵。	[NAME]受[HENAME]蕴养，灵性忽然触动，一股玄妙之气息氤氲开来。可惜附近并没有人修炼，无人捕捉到这一丝灵韵。
[NAME]受[HENAME]蕴养，竟然从枝干上凝结出了什么……	[NAME]受[HENAME]蕴养，竟然从枝干上凝结出了什么……
[NAME]长成之时，天地间金灵之气弥漫。	[NAME]长成之时，天地间金灵之气弥漫。
[NAME]长成之时，天地间木灵之气弥漫。	[NAME]长成之时，天地间木灵之气弥漫。
[NAME]长成之时，天地间水灵之气弥漫。	[NAME]长成之时，天地间水灵之气弥漫。
[NAME]长成之时，天地间火灵之气弥漫。	[NAME]长成之时，天地间火灵之气弥漫。
[NAME]长成之时，天地间土灵之气弥漫。	[NAME]长成之时，天地间土灵之气弥漫。
天地呼应之际，[NAME]四周自然呈现出五行本源次第衍化的玄妙。灵性交感下，众人各有所悟。	天地呼应之际，[NAME]四周自然呈现出五行本源次第衍化的玄妙。灵性交感下，众人各有所悟。
天地呼应之际，[NAME]四周自然呈现出五行本源之道次第衍化的玄妙。可惜附近并没有人修炼，无人捕捉到这一丝灵韵。	天地呼应之际，[NAME]四周自然呈现出五行本源之道次第衍化的玄妙。可惜附近并没有人修炼，无人捕捉到这一丝灵韵。
[NAME]长成之时，天地间金灵之气暴涨，电闪雷鸣中，一场雷暴已然孕育而出。	[NAME]长成之时，天地间金灵之气暴涨，电闪雷鸣中，一场雷暴已然孕育而出。
[NAME]长成之时，天地间木灵之气暴涨，一时间深藏地下的木气皆被引动，一场猛烈地瘴气降临了。	[NAME]长成之时，天地间木灵之气暴涨，一时间深藏地下的木气皆被引动，一场猛烈地瘴气降临了。
[NAME]长成之时，天地间水灵之气暴涨，瞬息间墨云翻卷，暴雨倾盆而下。	[NAME]长成之时，天地间水灵之气暴涨，瞬息间墨云翻卷，暴雨倾盆而下。
[NAME]长成之时，天地间火灵之气暴涨，热浪翻涌，一场焚风席卷而来。	[NAME]长成之时，天地间火灵之气暴涨，热浪翻涌，一场焚风席卷而来。
[NAME]长成之时，天地间土灵之气暴涨，一时间天昏地暗，一场巨大的尘暴凭空而生。	[NAME]长成之时，天地间土灵之气暴涨，一时间天昏地暗，一场巨大的尘暴凭空而生。
天地呼应之际，[NAME]四周的五行本源规则瞬间暴乱。灵性交感牵连下，众人各有损伤。然而在暴乱的五行本源中参悟，却是难得的经历，众人亦大有所获。	天地呼应之际，[NAME]四周的五行本源规则瞬间暴乱。灵性交感牵连下，众人各有损伤。然而在暴乱的五行本源中参悟，却是难得的经历，众人亦大有所获。
五行紊乱	五行紊乱
天地呼应之际，[NAME]四周的五行本源规则瞬间暴乱。虽然很有风险，但暴乱的五行本源亦是参悟良机。可惜附近并没有人修炼，无人抓到这一机会。	天地呼应之际，[NAME]四周的五行本源规则瞬间暴乱。虽然很有风险，但暴乱的五行本源亦是参悟良机。可惜附近并没有人修炼，无人抓到这一机会。
